DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
2009-09-04,19684604,Papaemmanuil E,2009-08-16,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/19684604,Loci on 7p12.2; 10q21.2 and 14q11.2 are associated with risk of childhood acute lymphoblastic leukemia.,Acute lymphoblastic leukemia (childhood),907 European ancestry cases; 2;398 European ancestry controls,NA,14q11.2,14,23119848,CEBPE,CEBPE - SLC7A8,ENSG00000092067,ENSG00000092068,,232,5447,rs2239633-G,rs2239633,0,2239633,regulatory_region_variant,1,0.52,3E-7,6.522878745280337,,1.34,[1.22-1.45],Illumina [291473],N,acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0000220,GCST000463,Genome-wide genotyping array
2009-09-04,19684604,Papaemmanuil E,2009-08-16,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/19684604,Loci on 7p12.2; 10q21.2 and 14q11.2 are associated with risk of childhood acute lymphoblastic leukemia.,Acute lymphoblastic leukemia (childhood),907 European ancestry cases; 2;398 European ancestry controls,NA,10q21.2,10,61992400,ARID5B,ARID5B,,,ENSG00000150347,,,rs7089424-C,rs7089424,0,7089424,intron_variant,0,0.34,7E-19,18.154901959985743,,1.65,[1.54-1.76],Illumina [291473],N,acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0000220,GCST000463,Genome-wide genotyping array
2009-02-26,19176441,Yang JJ,2009-01-28,JAMA,www.ncbi.nlm.nih.gov/pubmed/19176441,Genome-wide interrogation of germline genetic variation associated with treatment response in childhood acute lymphoblastic leukemia.,Response to treatment for acute lymphoblastic leukemia,356 European ancestry cases; 53 Black cases; 78 cases,NA,6q25.3,6,155608667,intergenic,NOX3 - RNU7-152P,ENSG00000074771,ENSG00000238789,,152828,46296,rs35229355-T,rs35229355,0,35229355,intergenic_variant,1,NR,5E-6,5.301029995663981,,7.24,[2.46-21.30],Affymetrix [476796],N,acute lymphoblastic leukemia; response to antineoplastic agent,http://www.ebi.ac.uk/efo/EFO_0000220; http://purl.obolibrary.org/obo/GO_0097327,GCST000323,Genome-wide genotyping array
2009-02-26,19176441,Yang JJ,2009-01-28,JAMA,www.ncbi.nlm.nih.gov/pubmed/19176441,Genome-wide interrogation of germline genetic variation associated with treatment response in childhood acute lymphoblastic leukemia.,Response to treatment for acute lymphoblastic leukemia,356 European ancestry cases; 53 Black cases; 78 cases,NA,10q26.12,10,121141109,intergenic,RPL19P16 - LINC01153,ENSG00000236762,ENSG00000227143,,7386,37591,rs2901286-A,rs2901286,0,2901286,intergenic_variant,1,NR,4E-6,5.3979400086720375,,4.66,[1.58-13.7],Affymetrix [476796],N,acute lymphoblastic leukemia; response to antineoplastic agent,http://www.ebi.ac.uk/efo/EFO_0000220; http://purl.obolibrary.org/obo/GO_0097327,GCST000323,Genome-wide genotyping array
2009-02-26,19176441,Yang JJ,2009-01-28,JAMA,www.ncbi.nlm.nih.gov/pubmed/19176441,Genome-wide interrogation of germline genetic variation associated with treatment response in childhood acute lymphoblastic leukemia.,Response to treatment for acute lymphoblastic leukemia,356 European ancestry cases; 53 Black cases; 78 cases,NA,20q13.12,20,47579861,NCOA3,NCOA3,,,ENSG00000124151,,,rs6125048-T,rs6125048,0,6125048,intron_variant,0,NR,2E-6,5.698970004336019,,2.73,[1.08-6.88],Affymetrix [476796],N,acute lymphoblastic leukemia; response to antineoplastic agent,http://www.ebi.ac.uk/efo/EFO_0000220; http://purl.obolibrary.org/obo/GO_0097327,GCST000323,Genome-wide genotyping array
2009-02-26,19176441,Yang JJ,2009-01-28,JAMA,www.ncbi.nlm.nih.gov/pubmed/19176441,Genome-wide interrogation of germline genetic variation associated with treatment response in childhood acute lymphoblastic leukemia.,Response to treatment for acute lymphoblastic leukemia,356 European ancestry cases; 53 Black cases; 78 cases,NA,4q31.21,4,141788570,IL15,IL15 - INPP4B,ENSG00000164136,ENSG00000109452,,54583,234590,rs17007695-C,rs17007695,0,17007695,intergenic_variant,1,NR,9E-7,6.045757490560675,,2.67,[1.53-4.68],Affymetrix [476796],N,acute lymphoblastic leukemia; response to antineoplastic agent,http://www.ebi.ac.uk/efo/EFO_0000220; http://purl.obolibrary.org/obo/GO_0097327,GCST000323,Genome-wide genotyping array
2009-02-26,19176441,Yang JJ,2009-01-28,JAMA,www.ncbi.nlm.nih.gov/pubmed/19176441,Genome-wide interrogation of germline genetic variation associated with treatment response in childhood acute lymphoblastic leukemia.,Response to treatment for acute lymphoblastic leukemia,356 European ancestry cases; 53 Black cases; 78 cases,NA,2q33.1,2,200157231,C2orf47,AC004464.1 - SPATS2L,ENSG00000287027,ENSG00000196141,,57206,148650,rs1569175-T,rs1569175,0,1569175,intergenic_variant,1,NR,9E-7,6.045757490560675,,2.73,[1.52-4.93],Affymetrix [476796],N,acute lymphoblastic leukemia; response to antineoplastic agent,http://www.ebi.ac.uk/efo/EFO_0000220; http://purl.obolibrary.org/obo/GO_0097327,GCST000323,Genome-wide genotyping array
2009-02-26,19176441,Yang JJ,2009-01-28,JAMA,www.ncbi.nlm.nih.gov/pubmed/19176441,Genome-wide interrogation of germline genetic variation associated with treatment response in childhood acute lymphoblastic leukemia.,Response to treatment for acute lymphoblastic leukemia,356 European ancestry cases; 53 Black cases; 78 cases,NA,7p21.2,7,14406292,DGKB,DGKB,,,ENSG00000136267,,,rs6971925-T,rs6971925,0,6971925,intron_variant,0,NR,3E-6,5.522878745280337,,13.91,[2.72-70.92],Affymetrix [476796],N,acute lymphoblastic leukemia; response to antineoplastic agent,http://www.ebi.ac.uk/efo/EFO_0000220; http://purl.obolibrary.org/obo/GO_0097327,GCST000323,Genome-wide genotyping array
2009-02-26,19176441,Yang JJ,2009-01-28,JAMA,www.ncbi.nlm.nih.gov/pubmed/19176441,Genome-wide interrogation of germline genetic variation associated with treatment response in childhood acute lymphoblastic leukemia.,Response to treatment for acute lymphoblastic leukemia,356 European ancestry cases; 53 Black cases; 78 cases,NA,7p14.1,7,37226747,ELMO1,ELMO1,,,ENSG00000155849,,,rs4723619-C,rs4723619,0,4723619,intron_variant,0,NR,3E-6,5.522878745280337,,3.01,[1.50-6.03],Affymetrix [476796],N,acute lymphoblastic leukemia; response to antineoplastic agent,http://www.ebi.ac.uk/efo/EFO_0000220; http://purl.obolibrary.org/obo/GO_0097327,GCST000323,Genome-wide genotyping array
2009-02-26,19176441,Yang JJ,2009-01-28,JAMA,www.ncbi.nlm.nih.gov/pubmed/19176441,Genome-wide interrogation of germline genetic variation associated with treatment response in childhood acute lymphoblastic leukemia.,Response to treatment for acute lymphoblastic leukemia,356 European ancestry cases; 53 Black cases; 78 cases,NA,10p14,10,8108750,intergenic,GATA3 - PRPF38AP1,ENSG00000107485,ENSG00000225053,,33552,52510,rs10508343-A,rs10508343,0,10508343,intergenic_variant,1,NR,8E-6,5.096910013008056,,3.81,[1.40-10.40],Affymetrix [476796],N,acute lymphoblastic leukemia; response to antineoplastic agent,http://www.ebi.ac.uk/efo/EFO_0000220; http://purl.obolibrary.org/obo/GO_0097327,GCST000323,Genome-wide genotyping array
2009-02-26,19176441,Yang JJ,2009-01-28,JAMA,www.ncbi.nlm.nih.gov/pubmed/19176441,Genome-wide interrogation of germline genetic variation associated with treatment response in childhood acute lymphoblastic leukemia.,Response to treatment for acute lymphoblastic leukemia,356 European ancestry cases; 53 Black cases; 78 cases,NA,5p13.2,5,36137518,LMBRD2,LMBRD2,,,ENSG00000164187,,,rs267759-A,rs267759,0,267759,intron_variant,0,NR,7E-6,5.154901959985743,,3.23,[1.52-6.87],Affymetrix [476796],N,acute lymphoblastic leukemia; response to antineoplastic agent,http://www.ebi.ac.uk/efo/EFO_0000220; http://purl.obolibrary.org/obo/GO_0097327,GCST000323,Genome-wide genotyping array
2009-02-26,19176441,Yang JJ,2009-01-28,JAMA,www.ncbi.nlm.nih.gov/pubmed/19176441,Genome-wide interrogation of germline genetic variation associated with treatment response in childhood acute lymphoblastic leukemia.,Response to treatment for acute lymphoblastic leukemia,356 European ancestry cases; 53 Black cases; 78 cases,NA,11q21,11,96266936,MAML2,MAML2,,,ENSG00000184384,,,rs7115578-A,rs7115578,0,7115578,intron_variant,0,NR,8E-6,5.096910013008056,,1.86,[1.23-2.79],Affymetrix [476796],N,acute lymphoblastic leukemia; response to antineoplastic agent,http://www.ebi.ac.uk/efo/EFO_0000220; http://purl.obolibrary.org/obo/GO_0097327,GCST000323,Genome-wide genotyping array
2009-02-26,19176441,Yang JJ,2009-01-28,JAMA,www.ncbi.nlm.nih.gov/pubmed/19176441,Genome-wide interrogation of germline genetic variation associated with treatment response in childhood acute lymphoblastic leukemia.,Response to treatment for acute lymphoblastic leukemia,356 European ancestry cases; 53 Black cases; 78 cases,NA,11p15.1,11,20540973,intergenic,PRMT3 - HMGB1P40,ENSG00000185238,ENSG00000255291,,31635,33213,rs7128311-C,rs7128311,0,7128311,intergenic_variant,1,NR,5E-6,5.301029995663981,,13.9,[2.72-71.1],Affymetrix [476796],N,acute lymphoblastic leukemia; response to antineoplastic agent,http://www.ebi.ac.uk/efo/EFO_0000220; http://purl.obolibrary.org/obo/GO_0097327,GCST000323,Genome-wide genotyping array
2009-02-26,19176441,Yang JJ,2009-01-28,JAMA,www.ncbi.nlm.nih.gov/pubmed/19176441,Genome-wide interrogation of germline genetic variation associated with treatment response in childhood acute lymphoblastic leukemia.,Response to treatment for acute lymphoblastic leukemia,356 European ancestry cases; 53 Black cases; 78 cases,NA,10p12.33,10,17346144,ST8SIA6,ST8SIA6,,,ENSG00000148488,,,rs359312-T,rs359312,0,359312,intron_variant,0,NR,9E-8,7.045757490560675,,3.91,[1.52-10.10],Affymetrix [476796],N,acute lymphoblastic leukemia; response to antineoplastic agent,http://www.ebi.ac.uk/efo/EFO_0000220; http://purl.obolibrary.org/obo/GO_0097327,GCST000323,Genome-wide genotyping array
2012-12-06,23007406,Yang JJ,2012-09-24,Blood,www.ncbi.nlm.nih.gov/pubmed/23007406,Genome-wide association study identifies germline polymorphisms associated with relapse of childhood acute lymphoblastic leukemia.,Acute lymphoblastic leukemia (childhood),1;268 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,1;267 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,3p22.1,3,39805581,MYRIP,NFU1P1 - MYRIP,ENSG00000230757,ENSG00000170011,,160876,3333,rs17079534-A,rs17079534,0,17079534,intergenic_variant,1,0.005,2E-7,6.698970004336019,,4.07,[2.40-6.87],Affymetrix [444044],N,acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0000220,GCST001693,Genome-wide genotyping array
2012-12-06,23007406,Yang JJ,2012-09-24,Blood,www.ncbi.nlm.nih.gov/pubmed/23007406,Genome-wide association study identifies germline polymorphisms associated with relapse of childhood acute lymphoblastic leukemia.,Acute lymphoblastic leukemia (childhood),1;268 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,1;267 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,2q23.2,2,149540704,intergenic,LYPD6 - MMADHC,ENSG00000187123,ENSG00000168288,,66566,28933,rs7578361-C,rs7578361,0,7578361,intergenic_variant,1,0.276,8E-6,5.096910013008056,,1.4,[1.21-1.63],Affymetrix [444044],N,acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0000220,GCST001693,Genome-wide genotyping array
2012-12-06,23007406,Yang JJ,2012-09-24,Blood,www.ncbi.nlm.nih.gov/pubmed/23007406,Genome-wide association study identifies germline polymorphisms associated with relapse of childhood acute lymphoblastic leukemia.,Acute lymphoblastic leukemia (childhood),1;268 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,1;267 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,10q22.1,10,70281049,NPFFR1,NPFFR1,,,ENSG00000148734,,,rs41322152-C,rs41322152,0,41322152,intron_variant,0,0.012,8E-6,5.096910013008056,,2.52,[1.68-3.79],Affymetrix [444044],N,acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0000220,GCST001693,Genome-wide genotyping array
2012-12-06,23007406,Yang JJ,2012-09-24,Blood,www.ncbi.nlm.nih.gov/pubmed/23007406,Genome-wide association study identifies germline polymorphisms associated with relapse of childhood acute lymphoblastic leukemia.,Acute lymphoblastic leukemia (childhood),1;268 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,1;267 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,14q22.1,14,50936813,PYGL,PYGL,,,ENSG00000100504,,,rs7142143-C,rs7142143,0,7142143,intron_variant,0,0.01,7E-9,8.154901959985743,,3.61,[2.34-5.57],Affymetrix [444044],N,acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0000220,GCST001693,Genome-wide genotyping array
2012-12-06,23007406,Yang JJ,2012-09-24,Blood,www.ncbi.nlm.nih.gov/pubmed/23007406,Genome-wide association study identifies germline polymorphisms associated with relapse of childhood acute lymphoblastic leukemia.,Acute lymphoblastic leukemia (childhood),1;268 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,1;267 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,2q23.3,2,149601110,LOC642340,MMADHC-DT,,,ENSG00000231969,,,rs10170236-C,rs10170236,0,10170236,intron_variant,0,0.256,4E-6,5.3979400086720375,,1.45,[1.24-1.69],Affymetrix [444044],N,acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0000220,GCST001693,Genome-wide genotyping array
2012-12-06,23007406,Yang JJ,2012-09-24,Blood,www.ncbi.nlm.nih.gov/pubmed/23007406,Genome-wide association study identifies germline polymorphisms associated with relapse of childhood acute lymphoblastic leukemia.,Acute lymphoblastic leukemia (childhood),1;268 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,1;267 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,1p31.3,1,66303417,PDE4B,PDE4B,,,ENSG00000184588,,,rs6683977-C,rs6683977,0,6683977,intron_variant,0,0.449,5E-6,5.301029995663981,,1.41,[1.22-1.64],Affymetrix [444044],N,acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0000220,GCST001693,Genome-wide genotyping array
2012-12-06,23007406,Yang JJ,2012-09-24,Blood,www.ncbi.nlm.nih.gov/pubmed/23007406,Genome-wide association study identifies germline polymorphisms associated with relapse of childhood acute lymphoblastic leukemia.,Acute lymphoblastic leukemia (childhood),1;268 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,1;267 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,7q34,7,140002794,TBXAS1,TBXAS1,,,ENSG00000059377,,,rs17837497-A,rs17837497,0,17837497,intron_variant,0,0.016,2E-6,5.698970004336019,,2.34,[1.65-3.31],Affymetrix [444044],N,acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0000220,GCST001693,Genome-wide genotyping array
2012-12-06,23007406,Yang JJ,2012-09-24,Blood,www.ncbi.nlm.nih.gov/pubmed/23007406,Genome-wide association study identifies germline polymorphisms associated with relapse of childhood acute lymphoblastic leukemia.,Acute lymphoblastic leukemia (childhood),1;268 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,1;267 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,7q21.11,7,78702149,MAGI2,MAGI2,,,ENSG00000187391,,,rs1496766-C,rs1496766,0,1496766,intron_variant,0,0.014,5E-6,5.301029995663981,,2.84,[1.81-4.44],Affymetrix [444044],N,acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0000220,GCST001693,Genome-wide genotyping array
2012-12-06,23007406,Yang JJ,2012-09-24,Blood,www.ncbi.nlm.nih.gov/pubmed/23007406,Genome-wide association study identifies germline polymorphisms associated with relapse of childhood acute lymphoblastic leukemia.,Acute lymphoblastic leukemia (childhood),1;268 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,1;267 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,18q12.3,18,43011119,RIT2,RIT2,,,ENSG00000152214,,,rs9958208-A,rs9958208,0,9958208,intron_variant,0,0.099,5E-6,5.301029995663981,,1.62,[1.32-1.99],Affymetrix [444044],N,acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0000220,GCST001693,Genome-wide genotyping array
2012-12-06,23007406,Yang JJ,2012-09-24,Blood,www.ncbi.nlm.nih.gov/pubmed/23007406,Genome-wide association study identifies germline polymorphisms associated with relapse of childhood acute lymphoblastic leukemia.,Acute lymphoblastic leukemia (childhood),1;268 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,1;267 European; South Asian; East Asian; African American/Afro-Caribbean; Hispanic and other ancestry cases,1p31.3,1,66296783,PDE4B,PDE4B,,,ENSG00000184588,,,rs546784-A,rs546784,0,546784,intron_variant,0,0.457,9E-6,5.045757490560675,,1.4,[1.20-1.62],Affymetrix [444044],N,acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0000220,GCST001693,Genome-wide genotyping array
2013-07-26,23512250,Xu H,2013-03-19,J Natl Cancer Inst,www.ncbi.nlm.nih.gov/pubmed/23512250,Novel susceptibility variants at 10p12.31-12.2 for childhood acute lymphoblastic leukemia in ethnically diverse populations.,Acute lymphoblastic leukemia (childhood),972 European ancestry cases; 1;386 European ancestry controls; 89 African American cases; 1;363 African American controls; 305 Hispanic cases; 1;008 Hispanic controls,574 European ancestry cases; 2;601 European ancestry controls; 128 African American cases; 1;075 African American controls; 143 Hispanic cases; 640 Hispanic controls,7p12.2,7,50405553,DDC; GRB10; IKZF1,IKZF1 - RNU6-1091P,ENSG00000185811,ENSG00000200815,,452,29827,rs6964969-C,rs6964969,0,6964969,intergenic_variant,1,0.28,2E-29,28.69897000433602,,1.67,[1.53-1.83],Affymetrix [709059],N,acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0000220,GCST001912,Genome-wide genotyping array
2013-07-26,23512250,Xu H,2013-03-19,J Natl Cancer Inst,www.ncbi.nlm.nih.gov/pubmed/23512250,Novel susceptibility variants at 10p12.31-12.2 for childhood acute lymphoblastic leukemia in ethnically diverse populations.,Acute lymphoblastic leukemia (childhood),972 European ancestry cases; 1;386 European ancestry controls; 89 African American cases; 1;363 African American controls; 305 Hispanic cases; 1;008 Hispanic controls,574 European ancestry cases; 2;601 European ancestry controls; 128 African American cases; 1;075 African American controls; 143 Hispanic cases; 640 Hispanic controls,10q21.2,10,61963818,ARID5B,ARID5B,,,ENSG00000150347,,,rs10821936-C,rs10821936,1,10821936,intron_variant,0,0.33,6E-46,45.221848749616356,,1.86,[1.71-2.03],Affymetrix [709059],N,acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0000220,GCST001912,Genome-wide genotyping array
2013-07-26,23512250,Xu H,2013-03-19,J Natl Cancer Inst,www.ncbi.nlm.nih.gov/pubmed/23512250,Novel susceptibility variants at 10p12.31-12.2 for childhood acute lymphoblastic leukemia in ethnically diverse populations.,Acute lymphoblastic leukemia (childhood),972 European ancestry cases; 1;386 European ancestry controls; 89 African American cases; 1;363 African American controls; 305 Hispanic cases; 1;008 Hispanic controls,574 European ancestry cases; 2;601 European ancestry controls; 128 African American cases; 1;075 African American controls; 143 Hispanic cases; 640 Hispanic controls,14q11.2,14,23116124,CEBPE,LMLN2 - CEBPE,ENSG00000283654,ENSG00000092067,,11135,1180,rs4982731-C,rs4982731,0,4982731,intergenic_variant,1,0.28,9E-12,11.045757490560675,,1.36,[1.24-1.48],Affymetrix [709059],N,acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0000220,GCST001912,Genome-wide genotyping array
2015-11-21,25710658,Diouf B,2015-02-24,JAMA,www.ncbi.nlm.nih.gov/pubmed/25710658,Association of an inherited genetic variant with vincristine-related peripheral neuropathy in children with acute lymphoblastic leukemia.,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,53 European ancestry cases with peripheral neuropathy; 156 cases without peripheral neuropathy; 10 African ancestry cases with peripheral neuropathy; 33 African ancestry cases without peripheral neuropathy; 1 Asian ancestry case with peripheral neuropathy; 1 Asian ancestry case without peripheral neuropathy; 14 Hispanic cases with peripheral neuropathy; 30 Hispanic cases without peripheral neuropathy; 8 cases with peripheral neuropathy; 15 cases without peripheral neuropathy,NA,5p15.33,5,609978,CEP72,AC106772.1,,,ENSG00000249650,,,rs924607-T,rs924607,0,924607,intron_variant,0,NR,6E-9,8.221848749616356,,2.43,[1.70-3.49],Affymetrix [1576016] (imputed),N,peripheral neuropathy; acute lymphoblastic leukemia; response to vincristine,http://www.ebi.ac.uk/efo/EFO_0003100; http://www.ebi.ac.uk/efo/EFO_0000220; http://www.ebi.ac.uk/efo/EFO_0006950,GCST002792,Genome-wide genotyping array
2015-11-21,25710658,Diouf B,2015-02-24,JAMA,www.ncbi.nlm.nih.gov/pubmed/25710658,Association of an inherited genetic variant with vincristine-related peripheral neuropathy in children with acute lymphoblastic leukemia.,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,53 European ancestry cases with peripheral neuropathy; 156 cases without peripheral neuropathy; 10 African ancestry cases with peripheral neuropathy; 33 African ancestry cases without peripheral neuropathy; 1 Asian ancestry case with peripheral neuropathy; 1 Asian ancestry case without peripheral neuropathy; 14 Hispanic cases with peripheral neuropathy; 30 Hispanic cases without peripheral neuropathy; 8 cases with peripheral neuropathy; 15 cases without peripheral neuropathy,NA,2p14,2,67075611,ETAA1,AC007403.1 - LINC01828,ENSG00000223859,ENSG00000235885,,33645,10835,rs17032980-?,rs17032980,0,17032980,intergenic_variant,1,NR,1E-8,8.0,,3.17,[1.95-5.17],Affymetrix [1576016] (imputed),N,peripheral neuropathy; acute lymphoblastic leukemia; response to vincristine,http://www.ebi.ac.uk/efo/EFO_0003100; http://www.ebi.ac.uk/efo/EFO_0000220; http://www.ebi.ac.uk/efo/EFO_0006950,GCST002792,Genome-wide genotyping array
2015-11-21,25710658,Diouf B,2015-02-24,JAMA,www.ncbi.nlm.nih.gov/pubmed/25710658,Association of an inherited genetic variant with vincristine-related peripheral neuropathy in children with acute lymphoblastic leukemia.,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,53 European ancestry cases with peripheral neuropathy; 156 cases without peripheral neuropathy; 10 African ancestry cases with peripheral neuropathy; 33 African ancestry cases without peripheral neuropathy; 1 Asian ancestry case with peripheral neuropathy; 1 Asian ancestry case without peripheral neuropathy; 14 Hispanic cases with peripheral neuropathy; 30 Hispanic cases without peripheral neuropathy; 8 cases with peripheral neuropathy; 15 cases without peripheral neuropathy,NA,11q14.3,11,92245852,MTNR1B,RPL7AP57 - NDUFB11P1,ENSG00000242248,ENSG00000283114,,83963,90180,rs12786200-?,rs12786200,0,12786200,intergenic_variant,1,NR,3E-8,7.522878745280337,,4.35,[2.50-7.69],Affymetrix [1576016] (imputed),N,peripheral neuropathy; acute lymphoblastic leukemia; response to vincristine,http://www.ebi.ac.uk/efo/EFO_0003100; http://www.ebi.ac.uk/efo/EFO_0000220; http://www.ebi.ac.uk/efo/EFO_0006950,GCST002792,Genome-wide genotyping array
2015-11-21,25710658,Diouf B,2015-02-24,JAMA,www.ncbi.nlm.nih.gov/pubmed/25710658,Association of an inherited genetic variant with vincristine-related peripheral neuropathy in children with acute lymphoblastic leukemia.,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,53 European ancestry cases with peripheral neuropathy; 156 cases without peripheral neuropathy; 10 African ancestry cases with peripheral neuropathy; 33 African ancestry cases without peripheral neuropathy; 1 Asian ancestry case with peripheral neuropathy; 1 Asian ancestry case without peripheral neuropathy; 14 Hispanic cases with peripheral neuropathy; 30 Hispanic cases without peripheral neuropathy; 8 cases with peripheral neuropathy; 15 cases without peripheral neuropathy,NA,9p21.1,9,32867483,TMEM215,AL157884.3,,,ENSG00000236796,,,rs4463516-?,rs4463516,0,4463516,intron_variant,0,NR,3E-8,7.522878745280337,,2.89,[1.90-4.39],Affymetrix [1576016] (imputed),N,peripheral neuropathy; acute lymphoblastic leukemia; response to vincristine,http://www.ebi.ac.uk/efo/EFO_0003100; http://www.ebi.ac.uk/efo/EFO_0000220; http://www.ebi.ac.uk/efo/EFO_0006950,GCST002792,Genome-wide genotyping array
2015-11-21,25710658,Diouf B,2015-02-24,JAMA,www.ncbi.nlm.nih.gov/pubmed/25710658,Association of an inherited genetic variant with vincristine-related peripheral neuropathy in children with acute lymphoblastic leukemia.,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,53 European ancestry cases with peripheral neuropathy; 156 cases without peripheral neuropathy; 10 African ancestry cases with peripheral neuropathy; 33 African ancestry cases without peripheral neuropathy; 1 Asian ancestry case with peripheral neuropathy; 1 Asian ancestry case without peripheral neuropathy; 14 Hispanic cases with peripheral neuropathy; 30 Hispanic cases without peripheral neuropathy; 8 cases with peripheral neuropathy; 15 cases without peripheral neuropathy,NA,8q22.1,8,95011854,NDUFAF6,NDUFAF6,,,ENSG00000156170,,,rs7818688-?,rs7818688,0,7818688,intron_variant,0,NR,4E-8,7.3979400086720375,,4.26,[2.45-7.42],Affymetrix [1576016] (imputed),N,peripheral neuropathy; acute lymphoblastic leukemia; response to vincristine,http://www.ebi.ac.uk/efo/EFO_0003100; http://www.ebi.ac.uk/efo/EFO_0000220; http://www.ebi.ac.uk/efo/EFO_0006950,GCST002792,Genome-wide genotyping array
2016-02-24,25987655,Fernandez CA,2015-05-18,Blood,www.ncbi.nlm.nih.gov/pubmed/25987655,Genome-wide analysis links NFATC2 with asparaginase hypersensitivity.,Asparaginase hypersensitivity in acute lymphoblastic leukemia,3;126 child cases,182 child cases,6p21.32,6,32172710,AGPAT1,AGPAT1; AGPAT1; AGPAT1,,,ENSG00000226467; ENSG00000235758; ENSG00000204310,,,rs3130284-C,rs3130284,0,3130284,intron_variant,0,NR,7E-6,5.154901959985743,,1.464,,Affymetrix [NR],N,asparaginase hypersensitivity; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004881; http://www.ebi.ac.uk/efo/EFO_0000220,GCST002915,Genome-wide genotyping array
2016-02-24,25987655,Fernandez CA,2015-05-18,Blood,www.ncbi.nlm.nih.gov/pubmed/25987655,Genome-wide analysis links NFATC2 with asparaginase hypersensitivity.,Asparaginase hypersensitivity in acute lymphoblastic leukemia,3;126 child cases,182 child cases,20q13.2,20,51419700,NFATC2,NFATC2,,,ENSG00000101096,,,rs6021191-T,rs6021191,0,6021191,intron_variant,0,,4E-8,7.3979400086720375,,3.109,,Affymetrix [NR],N,asparaginase hypersensitivity; acute lymphoblastic leukemia,http://www.ebi.ac.uk/efo/EFO_0004881; http://www.ebi.ac.uk/efo/EFO_0000220,GCST002915,Genome-wide genotyping array
